" 906.8447159"," 1.283070E-03","     39049","5.4471353E+03","2.6256762E+00","2.8549255E+02","1.0965405E-01","NULL","NULL","0000000000000008","NULL","NULL","NULL","NULL"," 671.92249","4.6178952E-04"," 724.23914","6.4217357E-04","-5.4150481E-02","-1.1572351E-01"
" 906.8651501"," 1.283554E-03","     39050","5.4499746E+03","2.6257381E+00","2.8545251E+02","1.0965391E-01","7.9545596E+03","3.9867568E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92254","4.6254002E-04"," 724.23940","6.4319058E-04","-5.3961001E-02","-1.1579560E-01"
" 906.8855842"," 1.284037E-03","     39051","5.4526553E+03","2.6258001E+00","2.8522110E+02","1.0965375E-01","7.9585845E+03","3.9860926E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92286","4.6181551E-04"," 724.24020","6.4211123E-04","-5.3641774E-02","-1.1592574E-01"
" 906.9060183"," 1.284520E-03","     39052","5.4499590E+03","2.6258624E+00","2.8551175E+02","1.0965361E-01","7.9533149E+03","3.9875250E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92392","4.6189051E-04"," 724.23798","6.4254494E-04","-5.3146631E-02","-1.1632971E-01"
" 906.9264523"," 1.285003E-03","     39053","5.4514839E+03","2.6259246E+00","2.8503296E+02","1.0965346E-01","7.9554458E+03","3.9875467E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92400","4.6229569E-04"," 724.23871","6.4302795E-04","-5.3086076E-02","-1.1635426E-01"
" 906.9468864"," 1.285486E-03","     39054","5.4519380E+03","2.6259866E+00","2.8493222E+02","1.0965331E-01","7.9554458E+03","3.9879587E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92262","4.6185922E-04"," 724.23734","6.4249156E-04","-5.2896794E-02","-1.1647510E-01"
" 906.9673206"," 1.285969E-03","     39055","5.4519053E+03","2.6260486E+00","2.8501862E+02","1.0965317E-01","7.9551772E+03","3.9879448E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92298","4.6161839E-04"," 724.23863","6.4202718E-04","-5.3197764E-02","-1.1645662E-01"
" 906.9877546"," 1.286452E-03","     39056","5.4487925E+03","2.6261106E+00","2.8501462E+02","1.0965302E-01","7.9491416E+03","3.9891410E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92270","4.6178885E-04"," 724.23882","6.4222451E-04","-5.3313039E-02","-1.1656028E-01"
" 907.0081887"," 1.286934E-03","     39057","5.4536885E+03","2.6261728E+00","2.8491257E+02","1.0965287E-01","7.9566787E+03","3.9886887E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92349","4.6192575E-04"," 724.23815","6.4254546E-04","-5.3694434E-02","-1.1654466E-01"
" 907.0286228"," 1.287417E-03","     39058","5.4558389E+03","2.6262350E+00","2.8537772E+02","1.0965273E-01","7.9595107E+03","3.9887638E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92349","4.6118113E-04"," 724.23858","6.4145849E-04","-5.3206753E-02","-1.1663951E-01"
" 907.0490568"," 1.287899E-03","     39059","5.4549668E+03","2.6262968E+00","2.8487860E+02","1.0965258E-01","7.9581113E+03","3.9884953E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92248","4.6193931E-04"," 724.23913","6.4238260E-04","-5.3558029E-02","-1.1670925E-01"
" 907.0694909"," 1.288381E-03","     39060","5.4558101E+03","2.6263590E+00","2.8473459E+02","1.0965243E-01","7.9585835E+03","3.9894187E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92339","4.6211365E-04"," 724.23709","6.4292527E-04","-5.3236090E-02","-1.1677764E-01"
" 907.0899251"," 1.288863E-03","     39061","5.4569463E+03","2.6264212E+00","2.8458792E+02","1.0965228E-01","7.9595601E+03","3.9901190E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92390","4.6148169E-04"," 724.23743","6.4203929E-04","-5.3192906E-02","-1.1706258E-01"
" 907.1103591"," 1.289345E-03","     39062","5.4547422E+03","2.6264830E+00","2.8492447E+02","1.0965212E-01","7.9551909E+03","3.9905264E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92446","4.6144886E-04"," 724.23722","6.4205448E-04","-5.3187255E-02","-1.1683076E-01"
" 907.1307931"," 1.289826E-03","     39063","5.4572407E+03","2.6265452E+00","2.8501022E+02","1.0965199E-01","7.9598662E+03","3.9898474E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92261","4.6159010E-04"," 724.23853","6.4197602E-04","-5.3426173E-02","-1.1701366E-01"
" 907.1512273"," 1.290308E-03","     39064","5.4561128E+03","2.6266072E+00","2.8518552E+02","1.0965183E-01","7.9567603E+03","3.9904633E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92313","4.6154595E-04"," 724.23754","6.4206560E-04","-5.3028069E-02","-1.1707389E-01"
" 907.1716614"," 1.290789E-03","     39065","5.4581504E+03","2.6266694E+00","2.8502176E+02","1.0965168E-01","7.9600723E+03","3.9908354E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92447","4.6151420E-04"," 724.23825","6.4202421E-04","-5.2827142E-02","-1.1744288E-01"
" 907.1920955"," 1.291270E-03","     39066","5.4584790E+03","2.6267314E+00","2.8481396E+02","1.0965154E-01","7.9597690E+03","3.9914141E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92384","4.6190186E-04"," 724.23734","6.4263080E-04","-5.3065516E-02","-1.1705728E-01"
" 907.2125296"," 1.291751E-03","     39067","5.4571504E+03","2.6267934E+00","2.8511725E+02","1.0965139E-01","7.9571860E+03","3.9912395E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92228","4.6181981E-04"," 724.23662","6.4249855E-04","-5.2783735E-02","-1.1755877E-01"
" 907.2329637"," 1.292232E-03","     39068","5.4558979E+03","2.6268556E+00","2.8474530E+02","1.0965124E-01","7.9558257E+03","3.9911726E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92261","4.6182031E-04"," 724.23725","6.4244668E-04","-5.3025018E-02","-1.1731233E-01"
" 907.2533978"," 1.292713E-03","     39069","5.4611743E+03","2.6269174E+00","2.8472156E+02","1.0965110E-01","7.9629805E+03","3.9914575E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92351","4.6153981E-04"," 724.23559","6.4231263E-04","-5.2724298E-02","-1.1766099E-01"
" 907.2738318"," 1.293194E-03","     39070","5.4574414E+03","2.6269796E+00","2.8515067E+02","1.0965095E-01","7.9581108E+03","3.9914966E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92240","4.6176714E-04"," 724.23763","6.4231345E-04","-5.2854132E-02","-1.1755764E-01"
" 907.2942659"," 1.293674E-03","     39071","5.4625947E+03","2.6270418E+00","2.8501117E+02","1.0965079E-01","7.9640557E+03","3.9925387E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92337","4.6112758E-04"," 724.23806","6.4143783E-04","-5.2789766E-02","-1.1751945E-01"
" 907.3147001"," 1.294155E-03","     39072","5.4607627E+03","2.6271038E+00","2.8451868E+02","1.0965064E-01","7.9617134E+03","3.9921210E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92354","4.6127295E-04"," 724.23716","6.4175687E-04","-5.3021759E-02","-1.1752418E-01"
" 907.3351341"," 1.294635E-03","     39073","5.4601309E+03","2.6271658E+00","2.8457422E+02","1.0965049E-01","7.9597598E+03","3.9929211E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92324","4.6130162E-04"," 724.23730","6.4176065E-04","-5.2858662E-02","-1.1774046E-01"
" 907.3555681"," 1.295115E-03","     39074","5.4631250E+03","2.6271663E+00","2.8521429E+02","1.0965023E-01","7.9642446E+03","3.9926023E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92345","4.6110648E-04"," 724.23606","6.4163888E-04","-5.2939035E-02","-1.1769089E-01"
" 907.3760023"," 1.295595E-03","     39075","5.4601504E+03","2.6271667E+00","2.8446411E+02","1.0964996E-01","7.9595303E+03","3.9927740E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92331","4.6137773E-04"," 724.23567","6.4204336E-04","-5.2894901E-02","-1.1780123E-01"
" 907.3964363"," 1.296075E-03","     39076","5.4607983E+03","2.6271672E+00","2.8429727E+02","1.0964970E-01","7.9603955E+03","3.9926634E+00","0000000000008192","NULL","NULL","NULL","NULL"," 671.92304","4.6128631E-04"," 724.23620","6.4182602E-04","-5.2593172E-02","-1.1785921E-01"
" 907.4168705"," 1.296554E-03","     39077","5.4580757E+03","2.6271677E+00","2.8462939E+02","1.0964943E-01","7.9559307E+03","3.9927528E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92254","4.6158853E-04"," 724.23689","6.4212031E-04","-5.2570559E-02","-1.1804479E-01"
" 907.4373045"," 1.297034E-03","     39078","5.4570474E+03","2.6271684E+00","2.8505807E+02","1.0964916E-01","7.9545962E+03","3.9922111E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92235","4.6196691E-04"," 724.23708","6.4260099E-04","-5.2528232E-02","-1.1800114E-01"
" 907.4577385"," 1.297513E-03","     39079","5.4598281E+03","2.6271687E+00","2.8480106E+02","1.0964890E-01","7.9585815E+03","3.9924250E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92379","4.6192954E-04"," 724.23530","6.4284535E-04","-5.2230850E-02","-1.1833830E-01"
" 907.4781727"," 1.297992E-03","     39080","5.4668110E+03","2.6271691E+00","2.8893729E+02","1.0964862E-01","7.9674302E+03","3.9935515E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92329","4.6113436E-04"," 724.23669","6.4153003E-04","-5.2166469E-02","-1.1814918E-01"
" 907.4986067"," 1.298471E-03","     39081","5.4657529E+03","2.6271696E+00","2.8441449E+02","1.0964836E-01","7.9666328E+03","3.9929149E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92206","4.6040607E-04"," 724.23778","6.4029725E-04","-5.2238662E-02","-1.1820807E-01"
" 907.5190408"," 1.298950E-03","     39082","5.4640327E+03","2.6271701E+00","2.8440088E+02","1.0964810E-01","7.9630034E+03","3.9933450E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92270","4.6129455E-04"," 724.23576","6.4180419E-04","-5.2199241E-02","-1.1842056E-01"
" 907.5394749"," 1.299429E-03","     39083","5.4643823E+03","2.6271703E+00","2.8495676E+02","1.0964783E-01","7.9638721E+03","3.9931347E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92279","4.6161134E-04"," 724.23454","6.4238539E-04","-5.2246116E-02","-1.1823824E-01"
" 907.5599089"," 1.299908E-03","     39084","5.4609473E+03","2.6271710E+00","2.8459564E+02","1.0964756E-01","7.9578062E+03","3.9933312E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92353","4.6202014E-04"," 724.23576","6.4284768E-04","-5.2376498E-02","-1.1827216E-01"
" 907.5803430"," 1.300386E-03","     39085","5.4602642E+03","2.6271713E+00","2.8481354E+02","1.0964729E-01","7.9575312E+03","3.9931314E+00","0000000000000000","NULL","NULL","NULL","NULL"," 671.92368","4.6151213E-04"," 724.23597","6.4211409E-04","-5.2186970E-02","-1.1852305E-01"
