260.2243431; 2.133385E-03;7404;7.5652178E+03;3.7985256E+00;1.1135947E+03;5.3592175E-01;NULL;NULL;8;NULL;NULL;NULL;NULL;77.0318;7.1966322E-04;51.4254;5.6778453E-04;5.9882332E-02;3.0259963E-02
260.244776; 2.132567E-03;7405;7.5763901E+03;3.7985692E+00;1.1141880E+03;5.3592491E-01;1.0232205E+04;5.6250620E+00;0;NULL;NULL;NULL;NULL;77.03023;7.1891799E-04;51.42421;5.6725449E-04;6.0001057E-02;3.0249663E-02
260.2652088; 2.131748E-03;7406;7.5647686E+03;3.7986128E+00;1.1155205E+03;5.3592807E-01;1.0217653E+04;5.6253448E+00;0;NULL;NULL;NULL;NULL;77.03024;7.1984617E-04;51.42534;5.6795892E-04;5.9729673E-02;3.0211268E-02
260.2856414; 2.130930E-03;7407;7.5726157E+03;3.7986560E+00;1.1144579E+03;5.3593117E-01;1.0219791E+04;5.6256270E+00;0;NULL;NULL;NULL;NULL;77.03153;7.2034786E-04;51.42537;5.6834839E-04;5.9868395E-02;3.0441057E-02
260.3060743; 2.130111E-03;7408;7.5730415E+03;3.7986991E+00;1.1131232E+03;5.3593433E-01;1.0227774E+04;5.6259928E+00;0;NULL;NULL;NULL;NULL;77.03141;7.1871298E-04;51.42573;5.6705560E-04;5.9426170E-02;3.0267010E-02
260.3265071; 2.129292E-03;7409;7.5751260E+03;3.7987428E+00;1.1132943E+03;5.3593749E-01;1.0220190E+04;5.6262093E+00;0;NULL;NULL;NULL;NULL;77.03057;7.1948621E-04;51.4255;5.6768721E-04;5.9859157E-02;3.0294562E-02
260.3469398; 2.128473E-03;7410;7.5705586E+03;3.7987862E+00;1.1131539E+03;5.3594059E-01;1.0217548E+04;5.6266413E+00;0;NULL;NULL;NULL;NULL;77.03021;7.1854540E-04;51.42556;5.6695315E-04;5.9610121E-02;3.0122951E-02
260.3673726; 2.127653E-03;7411;7.5720967E+03;3.7988293E+00;1.1150009E+03;5.3594375E-01;1.0214596E+04;5.6259394E+00;0;NULL;NULL;NULL;NULL;77.03148;7.1907631E-04;51.42537;5.6737242E-04;5.9566662E-02;3.0476883E-02
260.3878055; 2.126833E-03;7412;7.5778389E+03;3.7988729E+00;1.1150383E+03;5.3594691E-01;1.0221195E+04;5.6265392E+00;0;NULL;NULL;NULL;NULL;77.03158;7.1923912E-04;51.42541;5.6750543E-04;5.9580222E-02;3.0357972E-02
260.4082381; 2.126013E-03;7413;7.5724272E+03;3.7989163E+00;1.1155980E+03;5.3595006E-01;1.0215169E+04;5.6268659E+00;0;NULL;NULL;NULL;NULL;77.03135;7.1954966E-04;51.42553;5.6775584E-04;5.9556413E-02;2.9915286E-02
260.4286709; 2.125192E-03;7414;7.5749683E+03;3.7989597E+00;1.1149071E+03;5.3595316E-01;1.0212596E+04;5.6255240E+00;0;NULL;NULL;NULL;NULL;77.0305;7.1993441E-04;51.42574;5.6806777E-04;5.9331734E-02;3.0233361E-02
260.4491038; 2.124372E-03;7415;7.5792109E+03;3.7990034E+00;1.1136007E+03;5.3595632E-01;1.0222585E+04;5.6269999E+00;0;NULL;NULL;NULL;NULL;77.03223;7.1900978E-04;51.42544;5.6733732E-04;5.9126988E-02;3.0214809E-02
260.4695365; 2.123551E-03;7416;7.5856724E+03;3.7990465E+00;1.1140190E+03;5.3595942E-01;1.0224667E+04;5.6261487E+00;0;NULL;NULL;NULL;NULL;77.0317;7.1886339E-04;51.42519;5.6724128E-04;5.9449494E-02;3.0392347E-02
260.4899692; 2.122730E-03;7417;7.5815732E+03;3.7990899E+00;1.1151870E+03;5.3596258E-01;1.0225733E+04;5.6262398E+00;0;NULL;NULL;NULL;NULL;77.03195;7.1824924E-04;51.42546;5.6675280E-04;5.9061855E-02;2.9925313E-02
260.5104021; 2.121908E-03;7418;7.5794478E+03;3.7991333E+00;1.1134229E+03;5.3596568E-01;1.0211881E+04;5.6258678E+00;0;NULL;NULL;NULL;NULL;77.03168;7.1927876E-04;51.42482;5.6759379E-04;5.9318922E-02;3.0232832E-02
260.5308348; 2.121087E-03;7419;7.5725928E+03;3.7991767E+00;1.1150900E+03;5.3596884E-01;1.0205161E+04;5.6271572E+00;0;NULL;NULL;NULL;NULL;77.0315;7.2009012E-04;51.42467;5.6824711E-04;5.9066404E-02;2.9795056E-02
260.5512676; 2.120265E-03;7420;7.5744907E+03;3.7992201E+00;1.1128933E+03;5.3597200E-01;1.0202659E+04;5.6267800E+00;0;NULL;NULL;NULL;NULL;77.03297;7.2003936E-04;51.42528;5.6818069E-04;5.9302639E-02;3.0275872E-02
260.5717004; 2.119443E-03;7421;7.5740552E+03;3.7992635E+00;1.1133860E+03;5.3597510E-01;1.0203752E+04;5.6267085E+00;0;NULL;NULL;NULL;NULL;77.03065;7.2011846E-04;51.42538;5.6826958E-04;5.9019040E-02;3.0041715E-02
260.5921332; 2.118620E-03;7422;7.5900815E+03;3.7993071E+00;1.1128921E+03;5.3597820E-01;1.0227255E+04;5.6268144E+00;0;NULL;NULL;NULL;NULL;77.03133;7.1823015E-04;51.42491;5.6679395E-04;5.8944099E-02;2.9856432E-02
260.6125659; 2.117797E-03;7423;7.5839971E+03;3.7993503E+00;1.1152788E+03;5.3598130E-01;1.0214292E+04;5.6266031E+00;0;NULL;NULL;NULL;NULL;77.03147;7.1898603E-04;51.42448;5.6740886E-04;5.8917064E-02;3.0165037E-02
260.6329987; 2.116975E-03;7424;7.5786812E+03;3.7993939E+00;1.1159386E+03;5.3598446E-01;1.0208593E+04;5.6265011E+00;0;NULL;NULL;NULL;NULL;77.03135;7.1986392E-04;51.42497;5.6809437E-04;5.8780670E-02;2.9636418E-02
260.6534316; 2.116151E-03;7425;7.5847510E+03;3.7994370E+00;1.1155337E+03;5.3598756E-01;1.0209688E+04;5.6267886E+00;0;NULL;NULL;NULL;NULL;77.0292;7.1903202E-04;51.42474;5.6747161E-04;5.8869503E-02;2.9982142E-02
260.6738642; 2.115328E-03;7426;7.5716851E+03;3.7994807E+00;1.1138092E+03;5.3599066E-01;1.0196423E+04;5.6267896E+00;0;NULL;NULL;NULL;NULL;77.03193;7.1955979E-04;51.42551;5.6784606E-04;5.8681920E-02;2.9613897E-02
260.694297; 2.114504E-03;7427;7.5852690E+03;3.7995238E+00;1.1146049E+03;5.3599381E-01;1.0208474E+04;5.6274948E+00;0;NULL;NULL;NULL;NULL;77.0315;7.1976578E-04;51.42572;5.6801317E-04;5.8651496E-02;2.9804604E-02
260.7147297; 2.113680E-03;7428;7.5744224E+03;3.7995675E+00;1.1143446E+03;5.3599691E-01;1.0195630E+04;5.6277180E+00;8192;NULL;NULL;NULL;NULL;77.03078;7.1951124E-04;51.42517;5.6784233E-04;5.8691982E-02;2.9601313E-02
260.7351626; 2.112856E-03;7429;7.5770015E+03;3.7996275E+00;1.1145022E+03;5.3599674E-01;1.0196003E+04;5.6275611E+00;0;NULL;NULL;NULL;NULL;77.03187;7.2024291E-04;51.4261;5.6838326E-04;5.8811288E-02;2.9641654E-02
260.7555954; 2.112032E-03;7430;7.5735845E+03;3.7996876E+00;1.1161196E+03;5.3599650E-01;1.0193250E+04;5.6278110E+00;0;NULL;NULL;NULL;NULL;77.03151;7.2037609E-04;51.4243;5.6854787E-04;5.8448676E-02;2.9664837E-02
260.7760281; 2.111207E-03;7431;7.5828545E+03;3.7997475E+00;1.1143608E+03;5.3599632E-01;1.0206272E+04;5.6268616E+00;0;NULL;NULL;NULL;NULL;77.03074;7.1939675E-04;51.42518;5.6775752E-04;5.8579497E-02;2.9514035E-02
260.7964609; 2.110382E-03;7432;7.5811743E+03;3.7998078E+00;1.1139464E+03;5.3599608E-01;1.0199963E+04;5.6260777E+00;0;NULL;NULL;NULL;NULL;77.03109;7.2014483E-04;51.42523;5.6834472E-04;5.8517728E-02;2.9678531E-02
260.8168937; 2.109557E-03;7433;7.5730122E+03;3.7998676E+00;1.1141272E+03;5.3599584E-01;1.0188873E+04;5.6282039E+00;0;NULL;NULL;NULL;NULL;77.0324;7.2026748E-04;51.42519;5.6843180E-04;5.8303744E-02;2.9188558E-02
260.8373264; 2.108731E-03;7434;7.5829941E+03;3.7999277E+00;1.1151794E+03;5.3599566E-01;1.0199716E+04;5.6270399E+00;0;NULL;NULL;NULL;NULL;77.03147;7.1935181E-04;51.42512;5.6772202E-04;5.8509719E-02;2.9639108E-02
260.8577591; 2.107906E-03;7435;7.5812705E+03;3.7999878E+00;1.1150054E+03;5.3599542E-01;1.0201207E+04;5.6275029E+00;8192;NULL;NULL;NULL;NULL;77.03206;7.1895035E-04;51.42692;5.6734792E-04;5.8151197E-02;2.9306870E-02
260.878192; 2.107080E-03;7436;7.5807607E+03;3.8000479E+00;1.1160549E+03;5.3599524E-01;1.0193363E+04;5.6276374E+00;0;NULL;NULL;NULL;NULL;77.03116;7.1991270E-04;51.42517;5.6816981E-04;5.8446433E-02;2.9472534E-02
260.8986248; 2.106253E-03;7437;7.5836694E+03;3.8001077E+00;1.1157268E+03;5.3599501E-01;1.0201469E+04;5.6282563E+00;128;NULL;NULL;NULL;NULL;77.03085;7.1941130E-04;51.42557;5.6776666E-04;5.7962205E-02;2.9242003E-02
260.9190574; 2.105427E-03;7438;7.5786455E+03;3.8001680E+00;1.1156042E+03;5.3599477E-01;1.0189754E+04;5.6266904E+00;0;NULL;NULL;NULL;NULL;77.03203;7.1957306E-04;51.42628;5.6786370E-04;5.8269259E-02;2.9429939E-02
260.9394903; 2.104600E-03;7439;7.5807578E+03;3.8002279E+00;1.1147122E+03;5.3599453E-01;1.0195072E+04;5.6273394E+00;0;NULL;NULL;NULL;NULL;77.03066;7.1935006E-04;51.42506;5.6773907E-04;5.8183659E-02;2.9178565E-02
260.959923; 2.103773E-03;7440;7.5829897E+03;3.8002882E+00;1.1167451E+03;5.3599429E-01;1.0196573E+04;5.6270623E+00;0;NULL;NULL;NULL;NULL;77.03168;7.1952894E-04;51.4259;5.6784693E-04;5.8035705E-02;2.9235715E-02
260.9803558; 2.102946E-03;7441;7.5855454E+03;3.8003480E+00;1.1154525E+03;5.3599405E-01;1.0198510E+04;5.6287875E+00;0;NULL;NULL;NULL;NULL;77.03064;7.1903667E-04;51.42452;5.6751148E-04;5.7963304E-02;2.9221347E-02
